class,order,family,genus,species,specCode,commonName,sciName,commonSpecies,synonym
NA,NA,NA,Alosa,cuvierii,101,NA,Alosa cuvierii,NA,TRUE
NA,NA,NA,Alosa,rusa,101,NA,Alosa rusa,NA,TRUE
NA,NA,NA,Alosa,vulgaris,101,NA,Alosa vulgaris,NA,TRUE
NA,NA,NA,Clupea,alosa,101,NA,Clupea alosa,NA,TRUE
NA,NA,NA,Alosa,ficta,5355,NA,Alosa ficta,NA,TRUE
NA,NA,NA,Alosa,finta,5355,NA,Alosa finta,NA,TRUE
NA,NA,NA,Alosa,minor,5355,NA,Alosa minor,NA,TRUE
NA,NA,NA,Alosa,squamopinnata,5355,NA,Alosa squamopinnata,NA,TRUE
NA,NA,NA,Clupea,fallax,5355,NA,Clupea fallax,NA,TRUE
NA,NA,NA,Clupea,finta,5355,NA,Clupea finta,NA,TRUE
NA,NA,NA,Clupea,nilotica,5355,NA,Clupea nilotica,NA,TRUE
NA,NA,NA,Clupea,rufa,5355,NA,Clupea rufa,NA,TRUE
NA,NA,NA,Clupea,sardinella,5355,NA,Clupea sardinella,NA,TRUE
NA,NA,NA,Clupea,alba,24,NA,Clupea alba,NA,TRUE
NA,NA,NA,Clupea,atlanticus,24,NA,Clupea atlanticus,NA,TRUE
NA,NA,NA,Clupea,borealis,24,NA,Clupea borealis,NA,TRUE
NA,NA,NA,Clupea,britannicus,24,NA,Clupea britannicus,NA,TRUE
NA,NA,NA,Clupea,caledonicus,24,NA,Clupea caledonicus,NA,TRUE
NA,NA,NA,Clupea,cimbricus,24,NA,Clupea cimbricus,NA,TRUE
NA,NA,NA,Clupea,elongata,24,NA,Clupea elongata,NA,TRUE
NA,NA,NA,Clupea,frisius,24,NA,Clupea frisius,NA,TRUE
NA,NA,NA,Clupea,halec,24,NA,Clupea halec,NA,TRUE
NA,NA,NA,Clupea,harengula,24,NA,Clupea harengula,NA,TRUE
NA,NA,NA,Clupea,islandicus,24,NA,Clupea islandicus,NA,TRUE
NA,NA,NA,Clupea,ivernicus,24,NA,Clupea ivernicus,NA,TRUE
NA,NA,NA,Clupea,leachii,24,NA,Clupea leachii,NA,TRUE
NA,NA,NA,Clupea,membras,24,NA,Clupea membras,NA,TRUE
NA,NA,NA,Clupea,minima,24,NA,Clupea minima,NA,TRUE
NA,NA,NA,Clupea,norvegivus,24,NA,Clupea norvegivus,NA,TRUE
NA,NA,NA,Clupea,palassi probatowi,24,NA,Clupea palassi,NA,TRUE
NA,NA,NA,Clupea,scandicus,24,NA,Clupea scandicus,NA,TRUE
NA,NA,NA,Clupea,scoticus,24,NA,Clupea scoticus,NA,TRUE
NA,NA,NA,Clupea,septemtrionalis,24,NA,Clupea septemtrionalis,NA,TRUE
NA,NA,NA,Cyprinus,esca,24,NA,Cyprinus esca,NA,TRUE
NA,NA,NA,Rogenia,alba,24,NA,Rogenia alba,NA,TRUE
NA,NA,NA,Alosa,pilchardus,1350,NA,Alosa pilchardus,NA,TRUE
NA,NA,NA,Arengus,minor,1350,NA,Arengus minor,NA,TRUE
NA,NA,NA,Clupanodon,sardina,1350,NA,Clupanodon sardina,NA,TRUE
NA,NA,NA,Clupea,laticosta,1350,NA,Clupea laticosta,NA,TRUE
NA,NA,NA,Clupea,pilchardus,1350,NA,Clupea pilchardus,NA,TRUE
NA,NA,NA,Clupea,sardina,1350,NA,Clupea sardina,NA,TRUE
NA,NA,NA,Clupea,sardinia,1350,NA,Clupea sardinia,NA,TRUE
NA,NA,NA,Sardina,dobrogica,1350,NA,Sardina dobrogica,NA,TRUE
NA,NA,NA,Clupanodon,phalerica,1357,NA,Clupanodon phalerica,NA,TRUE
NA,NA,NA,Clupea,latulus,1357,NA,Clupea latulus,NA,TRUE
NA,NA,NA,Clupea,papalina,1357,NA,Clupea papalina,NA,TRUE
NA,NA,NA,Clupea,schoneveldii,1357,NA,Clupea schoneveldii,NA,TRUE
NA,NA,NA,Clupea,spratttus,1357,NA,Clupea spratttus,NA,TRUE
NA,NA,NA,Clupea,sprattus,1357,NA,Clupea sprattus,NA,TRUE
NA,NA,NA,Clupea,sulinae,1357,NA,Clupea sulinae,NA,TRUE
NA,NA,NA,Meletta,vulgaris,1357,NA,Meletta vulgaris,NA,TRUE
NA,NA,NA,Spratella,pumila,1357,NA,Spratella pumila,NA,TRUE
NA,NA,NA,Spratella,serdinka,1357,NA,Spratella serdinka,NA,TRUE
NA,NA,NA,Spratella,sprattus baltica,1357,NA,Spratella sprattus,NA,TRUE
NA,NA,NA,Spratus,spratus,1357,NA,Spratus spratus,NA,TRUE
NA,NA,NA,Anchoa,guineensis,66,NA,Anchoa guineensis,NA,TRUE
NA,NA,NA,Anchoviella,guineensis,66,NA,Anchoviella guineensis,NA,TRUE
NA,NA,NA,Clupea,encrasicolus,66,NA,Clupea encrasicolus,NA,TRUE
NA,NA,NA,Engraulis,amara,66,NA,Engraulis amara,NA,TRUE
NA,NA,NA,Engraulis,argyrophanus,66,NA,Engraulis argyrophanus,NA,TRUE
NA,NA,NA,Engraulis,capensis,66,NA,Engraulis capensis,NA,TRUE
NA,NA,NA,Engraulis,encrasicholus,66,NA,Engraulis encrasicholus,NA,TRUE
NA,NA,NA,Engraulis,encrasicolis,66,NA,Engraulis encrasicolis,NA,TRUE
NA,NA,NA,Engraulis,encrassicolus,66,NA,Engraulis encrassicolus,NA,TRUE
NA,NA,NA,Engraulis,engrasicholus,66,NA,Engraulis engrasicholus,NA,TRUE
NA,NA,NA,Engraulis,engrasicolus,66,NA,Engraulis engrasicolus,NA,TRUE
NA,NA,NA,Engraulis,guineensis,66,NA,Engraulis guineensis,NA,TRUE
NA,NA,NA,Engraulis,japonica,66,NA,Engraulis japonica,NA,TRUE
NA,NA,NA,Engraulis,japonicus,66,NA,Engraulis japonicus,NA,TRUE
NA,NA,NA,Engraulis,meletta,66,NA,Engraulis meletta,NA,TRUE
NA,NA,NA,Engraulis,russoi,66,NA,Engraulis russoi,NA,TRUE
NA,NA,NA,Engraulis,vulgaris,66,NA,Engraulis vulgaris,NA,TRUE
NA,NA,NA,Engraulus,encrasicholus,66,NA,Engraulus encrasicholus,NA,TRUE
NA,NA,NA,Cobitinula,anatoliae,6378,NA,Cobitinula anatoliae,NA,TRUE
NA,NA,NA,Cobitis,maroccana,6378,NA,Cobitis maroccana,NA,TRUE
NA,NA,NA,Cobitis,spilura,6378,NA,Cobitis spilura,NA,TRUE
NA,NA,NA,Cobitis,taenioides,6378,NA,Cobitis taenioides,NA,TRUE
NA,NA,NA,Cobitis,fossilis,4790,NA,Cobitis fossilis,NA,TRUE
NA,NA,NA,Petromizon,variegatus,4790,NA,Petromizon variegatus,NA,TRUE
NA,NA,NA,Abramis,argyreus,268,NA,Abramis argyreus,NA,TRUE
NA,NA,NA,Abramis,gehini,268,NA,Abramis gehini,NA,TRUE
NA,NA,NA,Abramis,media,268,NA,Abramis media,NA,TRUE
NA,NA,NA,Abramis,melaenus,268,NA,Abramis melaenus,NA,TRUE
NA,NA,NA,Abramis,microlepidotus,268,NA,Abramis microlepidotus,NA,TRUE
NA,NA,NA,Abramis,vetula,268,NA,Abramis vetula,NA,TRUE
NA,NA,NA,Abramis,vulgaris,268,NA,Abramis vulgaris,NA,TRUE
NA,NA,NA,Cyprinus,brama,268,NA,Cyprinus brama,NA,TRUE
NA,NA,NA,Abramis,alburnus,4730,NA,Abramis alburnus,NA,TRUE
NA,NA,NA,Alborella,maxima,4730,NA,Alborella maxima,NA,TRUE
NA,NA,NA,Alburnis,alborella maxima,4730,NA,Alburnis alborella,NA,TRUE
NA,NA,NA,Alburnus,acutus,4730,NA,Alburnus acutus,NA,TRUE
NA,NA,NA,Alburnus,alborella,4730,NA,Alburnus alborella,NA,TRUE
NA,NA,NA,Alburnus,alborellus maximus,4730,NA,Alburnus alborellus,NA,TRUE
NA,NA,NA,Alburnus,arquatus,4730,NA,Alburnus arquatus,NA,TRUE
NA,NA,NA,Alburnus,ausonii,4730,NA,Alburnus ausonii,NA,TRUE
NA,NA,NA,Alburnus,avola,4730,NA,Alburnus avola,NA,TRUE
NA,NA,NA,Alburnus,breviceps,4730,NA,Alburnus breviceps,NA,TRUE
NA,NA,NA,Alburnus,charusini,4730,NA,Alburnus charusini,NA,TRUE
NA,NA,NA,Alburnus,fabraei,4730,NA,Alburnus fabraei,NA,TRUE
NA,NA,NA,Alburnus,fracchia,4730,NA,Alburnus fracchia,NA,TRUE
NA,NA,NA,Alburnus,gracilis,4730,NA,Alburnus gracilis,NA,TRUE
NA,NA,NA,Alburnus,linnei,4730,NA,Alburnus linnei,NA,TRUE
NA,NA,NA,Alburnus,lucidus,4730,NA,Alburnus lucidus,NA,TRUE
NA,NA,NA,Alburnus,maxima,4730,NA,Alburnus maxima,NA,TRUE
NA,NA,NA,Alburnus,maximus,4730,NA,Alburnus maximus,NA,TRUE
NA,NA,NA,Alburnus,mirandella,4730,NA,Alburnus mirandella,NA,TRUE
NA,NA,NA,Alburnus,obtusus,4730,NA,Alburnus obtusus,NA,TRUE
NA,NA,NA,Alburnus,scoranza,4730,NA,Alburnus scoranza,NA,TRUE
NA,NA,NA,Alburnus,scoranzoides,4730,NA,Alburnus scoranzoides,NA,TRUE
NA,NA,NA,Alburnus,striatus,4730,NA,Alburnus striatus,NA,TRUE
NA,NA,NA,Alburnus,strigio,4730,NA,Alburnus strigio,NA,TRUE
NA,NA,NA,Aspius,alborella,4730,NA,Aspius alborella,NA,TRUE
NA,NA,NA,Aspius,alburnoides,4730,NA,Aspius alburnoides,NA,TRUE
NA,NA,NA,Aspius,arborella,4730,NA,Aspius arborella,NA,TRUE
NA,NA,NA,Aspius,ochrodon,4730,NA,Aspius ochrodon,NA,TRUE
NA,NA,NA,Cyprinus,albor,4730,NA,Cyprinus albor,NA,TRUE
NA,NA,NA,Cyprinus,alburnus,4730,NA,Cyprinus alburnus,NA,TRUE
NA,NA,NA,Cyprinus,lanceolatus,4730,NA,Cyprinus lanceolatus,NA,TRUE
NA,NA,NA,Leuciscus,alburnellus,4730,NA,Leuciscus alburnellus,NA,TRUE
NA,NA,NA,Leuciscus,alburnus,4730,NA,Leuciscus alburnus,NA,TRUE
NA,NA,NA,Leuciscus,dolabratus,4730,NA,Leuciscus dolabratus,NA,TRUE
NA,NA,NA,Leuciscus,lucidus ilmenensis,4730,NA,Leuciscus lucidus,NA,TRUE
NA,NA,NA,Barbus,communis,4472,NA,Barbus communis,NA,TRUE
NA,NA,NA,Barbus,fluviatilis,4472,NA,Barbus fluviatilis,NA,TRUE
NA,NA,NA,Barbus,mayori,4472,NA,Barbus mayori,NA,TRUE
NA,NA,NA,Barbus,microphthalmus,4472,NA,Barbus microphthalmus,NA,TRUE
NA,NA,NA,Barbus,vulgaris,4472,NA,Barbus vulgaris,NA,TRUE
NA,NA,NA,Cyprinus,barba,4472,NA,Cyprinus barba,NA,TRUE
NA,NA,NA,Cyprinus,barbus,4472,NA,Cyprinus barbus,NA,TRUE
NA,NA,NA,Abramis,bjoerkna,4471,NA,Abramis bjoerkna,NA,TRUE
NA,NA,NA,Abramis,björkna,4471,NA,Abramis björkna,NA,TRUE
NA,NA,NA,Abramis,blicca,4471,NA,Abramis blicca,NA,TRUE
NA,NA,NA,Abramis,erythropterus,4471,NA,Abramis erythropterus,NA,TRUE
NA,NA,NA,Abramis,micropteryx,4471,NA,Abramis micropteryx,NA,TRUE
NA,NA,NA,Blicca,argyroleuca,4471,NA,Blicca argyroleuca,NA,TRUE
NA,NA,NA,Blicca,bjoekna,4471,NA,Blicca bjoekna,NA,TRUE
NA,NA,NA,Blicca,bjorkna,4471,NA,Blicca bjorkna,NA,TRUE
NA,NA,NA,Blicca,björkna,4471,NA,Blicca björkna,NA,TRUE
NA,NA,NA,Blicca,intermedia,4471,NA,Blicca intermedia,NA,TRUE
NA,NA,NA,Cyprinus,bjoerkna,4471,NA,Cyprinus bjoerkna,NA,TRUE
NA,NA,NA,Cyprinus,blicca,4471,NA,Cyprinus blicca,NA,TRUE
NA,NA,NA,Cyprinus,gibbosus,4471,NA,Cyprinus gibbosus,NA,TRUE
NA,NA,NA,Cyprinus,gieben,4471,NA,Cyprinus gieben,NA,TRUE
NA,NA,NA,Cyprinus,laskyr,4471,NA,Cyprinus laskyr,NA,TRUE
NA,NA,NA,Cyprinus,latus,4471,NA,Cyprinus latus,NA,TRUE
NA,NA,NA,Cyprinus,meckel,4471,NA,Cyprinus meckel,NA,TRUE
NA,NA,NA,Cyprinus,plestya,4471,NA,Cyprinus plestya,NA,TRUE
NA,NA,NA,Carasius,auratus,271,NA,Carasius auratus,NA,TRUE
NA,NA,NA,Carassius,burgeri,271,NA,Carassius burgeri,NA,TRUE
NA,NA,NA,Carassius,chinensis,271,NA,Carassius chinensis,NA,TRUE
NA,NA,NA,Carassius,coeruleus,271,NA,Carassius coeruleus,NA,TRUE
NA,NA,NA,Carassius,discolor,271,NA,Carassius discolor,NA,TRUE
NA,NA,NA,Carassius,encobia,271,NA,Carassius encobia,NA,TRUE
NA,NA,NA,Carassius,grandoculis,271,NA,Carassius grandoculis,NA,TRUE
NA,NA,NA,Carassius,pekinensis,271,NA,Carassius pekinensis,NA,TRUE
NA,NA,NA,Cyprinus,auratus,271,NA,Cyprinus auratus,NA,TRUE
NA,NA,NA,Cyprinus,chinensis,271,NA,Cyprinus chinensis,NA,TRUE
NA,NA,NA,Cyprinus,gibelioides,271,NA,Cyprinus gibelioides,NA,TRUE
NA,NA,NA,Cyprinus,langsdorfii,271,NA,Cyprinus langsdorfii,NA,TRUE
NA,NA,NA,Cyprinus,maillardi,271,NA,Cyprinus maillardi,NA,TRUE
NA,NA,NA,Cyprinus,mauritianus,271,NA,Cyprinus mauritianus,NA,TRUE
NA,NA,NA,Cyprinus,thoracatus,271,NA,Cyprinus thoracatus,NA,TRUE
NA,NA,NA,Leuciscus,auratus,271,NA,Leuciscus auratus,NA,TRUE
NA,NA,NA,Carassius,charax,270,NA,Carassius charax,NA,TRUE
NA,NA,NA,Carassius,gibelio,270,NA,Carassius gibelio,NA,TRUE
NA,NA,NA,Carassius,humilis,270,NA,Carassius humilis,NA,TRUE
NA,NA,NA,Carassius,linnaei,270,NA,Carassius linnaei,NA,TRUE
NA,NA,NA,Carassius,linnei,270,NA,Carassius linnei,NA,TRUE
NA,NA,NA,Carassius,moles,270,NA,Carassius moles,NA,TRUE
NA,NA,NA,Carassius,oblongus,270,NA,Carassius oblongus,NA,TRUE
NA,NA,NA,Carassius,vulgaris,270,NA,Carassius vulgaris,NA,TRUE
NA,NA,NA,Cyprinus,carassius,270,NA,Cyprinus carassius,NA,TRUE
NA,NA,NA,Cyprinus,charax,270,NA,Cyprinus charax,NA,TRUE
NA,NA,NA,Cyprinus,gibelio minutus,270,NA,Cyprinus gibelio,NA,TRUE
NA,NA,NA,Cyprinus,moles,270,NA,Cyprinus moles,NA,TRUE
NA,NA,NA,Carpio,carpio gibbosus,1450,NA,Carpio carpio,NA,TRUE
NA,NA,NA,Carpio,vulgaris,1450,NA,Carpio vulgaris,NA,TRUE
NA,NA,NA,Cyprinus,acuminatus,1450,NA,Cyprinus acuminatus,NA,TRUE
NA,NA,NA,Cyprinus,alepidotus,1450,NA,Cyprinus alepidotus,NA,TRUE
NA,NA,NA,Cyprinus,angulatus,1450,NA,Cyprinus angulatus,NA,TRUE
NA,NA,NA,Cyprinus,atrovirens,1450,NA,Cyprinus atrovirens,NA,TRUE
NA,NA,NA,Cyprinus,bithynicus,1450,NA,Cyprinus bithynicus,NA,TRUE
NA,NA,NA,Cyprinus,cirrosus,1450,NA,Cyprinus cirrosus,NA,TRUE
NA,NA,NA,Cyprinus,conirostris,1450,NA,Cyprinus conirostris,NA,TRUE
NA,NA,NA,Cyprinus,coriaceus,1450,NA,Cyprinus coriaceus,NA,TRUE
NA,NA,NA,Cyprinus,elatus,1450,NA,Cyprinus elatus,NA,TRUE
NA,NA,NA,Cyprinus,festetitsii,1450,NA,Cyprinus festetitsii,NA,TRUE
NA,NA,NA,Cyprinus,hungaricus,1450,NA,Cyprinus hungaricus,NA,TRUE
NA,NA,NA,Cyprinus,macrolepidotus,1450,NA,Cyprinus macrolepidotus,NA,TRUE
NA,NA,NA,Cyprinus,mahuensis,1450,NA,Cyprinus mahuensis,NA,TRUE
NA,NA,NA,Cyprinus,melanotus,1450,NA,Cyprinus melanotus,NA,TRUE
NA,NA,NA,Cyprinus,nigroauratus,1450,NA,Cyprinus nigroauratus,NA,TRUE
NA,NA,NA,Cyprinus,nordmannii,1450,NA,Cyprinus nordmannii,NA,TRUE
NA,NA,NA,Cyprinus,nudus,1450,NA,Cyprinus nudus,NA,TRUE
NA,NA,NA,Cyprinus,regina,1450,NA,Cyprinus regina,NA,TRUE
NA,NA,NA,Cyprinus,regius,1450,NA,Cyprinus regius,NA,TRUE
NA,NA,NA,Cyprinus,rex,1450,NA,Cyprinus rex,NA,TRUE
NA,NA,NA,Cyprinus,rexcyprinorum,1450,NA,Cyprinus rexcyprinorum,NA,TRUE
NA,NA,NA,Cyprinus,rondeletii,1450,NA,Cyprinus rondeletii,NA,TRUE
NA,NA,NA,Cyprinus,specularis,1450,NA,Cyprinus specularis,NA,TRUE
NA,NA,NA,Cyprinus,thermalis,1450,NA,Cyprinus thermalis,NA,TRUE
NA,NA,NA,Cyprinus,tossicole,1450,NA,Cyprinus tossicole,NA,TRUE
NA,NA,NA,Cyprinus,viridescens,1450,NA,Cyprinus viridescens,NA,TRUE
NA,NA,NA,Cyprinus,vittatus,1450,NA,Cyprinus vittatus,NA,TRUE
NA,NA,NA,Bungia,nigrescens,4478,NA,Bungia nigrescens,NA,TRUE
NA,NA,NA,Cobitis,fundulus,4478,NA,Cobitis fundulus,NA,TRUE
NA,NA,NA,Cyprinus,gobio,4478,NA,Cyprinus gobio,NA,TRUE
NA,NA,NA,Gobio,fluviatilis,4478,NA,Gobio fluviatilis,NA,TRUE
NA,NA,NA,Gobio,latus,4478,NA,Gobio latus,NA,TRUE
NA,NA,NA,Gobio,lepidolaemus,4478,NA,Gobio lepidolaemus,NA,TRUE
NA,NA,NA,Gobio,obtusirostris,4478,NA,Gobio obtusirostris,NA,TRUE
NA,NA,NA,Gobio,phoxinoides,4478,NA,Gobio phoxinoides,NA,TRUE
NA,NA,NA,Gobio,saxatilis,4478,NA,Gobio saxatilis,NA,TRUE
NA,NA,NA,Gobio,vulgaris,4478,NA,Gobio vulgaris,NA,TRUE
NA,NA,NA,Leuciscus,gobio,4478,NA,Leuciscus gobio,NA,TRUE
NA,NA,NA,Aspius,ovsianka,4782,NA,Aspius ovsianka,NA,TRUE
NA,NA,NA,Aspius,owsianka,4782,NA,Aspius owsianka,NA,TRUE
NA,NA,NA,Cyprinus,fischeri,4782,NA,Cyprinus fischeri,NA,TRUE
NA,NA,NA,Cyprinus,pallasii,4782,NA,Cyprinus pallasii,NA,TRUE
NA,NA,NA,Leucaspius,abruptus,4782,NA,Leucaspius abruptus,NA,TRUE
NA,NA,NA,Leucaspius,relictus,4782,NA,Leucaspius relictus,NA,TRUE
NA,NA,NA,Leuciscus,pigmeus,4782,NA,Leuciscus pigmeus,NA,TRUE
NA,NA,NA,Owsianka,czernayi,4782,NA,Owsianka czernayi,NA,TRUE
NA,NA,NA,Phoxinellus,thracicus,4782,NA,Phoxinellus thracicus,NA,TRUE
NA,NA,NA,Squalius,delineatus,4782,NA,Squalius delineatus,NA,TRUE
NA,NA,NA,Cyprinus,idbarus,2801,NA,Cyprinus idbarus,NA,TRUE
NA,NA,NA,Cyprinus,idus,2801,NA,Cyprinus idus,NA,TRUE
NA,NA,NA,Cyprinus,jeses,2801,NA,Cyprinus jeses,NA,TRUE
NA,NA,NA,Cyprinus,microlepidotus,2801,NA,Cyprinus microlepidotus,NA,TRUE
NA,NA,NA,Cyprinus,orfus,2801,NA,Cyprinus orfus,NA,TRUE
NA,NA,NA,Cyprinus,orphus,2801,NA,Cyprinus orphus,NA,TRUE
NA,NA,NA,Idus,idus,2801,NA,Idus idus,NA,TRUE
NA,NA,NA,Idus,melanotus,2801,NA,Idus melanotus,NA,TRUE
NA,NA,NA,Idus,miniatus,2801,NA,Idus miniatus,NA,TRUE
NA,NA,NA,Idus,oxianus,2801,NA,Idus oxianus,NA,TRUE
NA,NA,NA,Leuciscus,neglectus,2801,NA,Leuciscus neglectus,NA,TRUE
NA,NA,NA,Squalius,oxianus,2801,NA,Squalius oxianus,NA,TRUE
NA,NA,NA,Cyprinus,dobula,4662,NA,Cyprinus dobula,NA,TRUE
NA,NA,NA,Cyprinus,graining,4662,NA,Cyprinus graining,NA,TRUE
NA,NA,NA,Cyprinus,grislagine,4662,NA,Cyprinus grislagine,NA,TRUE
NA,NA,NA,Cyprinus,lancastriensis,4662,NA,Cyprinus lancastriensis,NA,TRUE
NA,NA,NA,Cyprinus,leuciscus,4662,NA,Cyprinus leuciscus,NA,TRUE
NA,NA,NA,Cyprinus,mugilis,4662,NA,Cyprinus mugilis,NA,TRUE
NA,NA,NA,Cyprinus,salax,4662,NA,Cyprinus salax,NA,TRUE
NA,NA,NA,Cyprinus,simus,4662,NA,Cyprinus simus,NA,TRUE
NA,NA,NA,Cyprinus,squalus,4662,NA,Cyprinus squalus,NA,TRUE
NA,NA,NA,Cyprinus,umbra,4662,NA,Cyprinus umbra,NA,TRUE
NA,NA,NA,Idus,stagnalis,4662,NA,Idus stagnalis,NA,TRUE
NA,NA,NA,Leuciscus,argenteus,4662,NA,Leuciscus argenteus,NA,TRUE
NA,NA,NA,Leuciscus,dobula,4662,NA,Leuciscus dobula,NA,TRUE
NA,NA,NA,Leuciscus,majalis,4662,NA,Leuciscus majalis,NA,TRUE
NA,NA,NA,Leuciscus,rodens,4662,NA,Leuciscus rodens,NA,TRUE
NA,NA,NA,Leuciscus,rostratus,4662,NA,Leuciscus rostratus,NA,TRUE
NA,NA,NA,Leuciscus,saltator,4662,NA,Leuciscus saltator,NA,TRUE
NA,NA,NA,Leuciscus,vulgaris,4662,NA,Leuciscus vulgaris,NA,TRUE
NA,NA,NA,Squalidus,baicalensis,4662,NA,Squalidus baicalensis,NA,TRUE
NA,NA,NA,Squalius,chalybeius,4662,NA,Squalius chalybeius,NA,TRUE
NA,NA,NA,Squalius,lepusculus,4662,NA,Squalius lepusculus,NA,TRUE
NA,NA,NA,Squalius,leuciscus elata,4662,NA,Squalius leuciscus,NA,TRUE
NA,NA,NA,Squalius,mehdem,4662,NA,Squalius mehdem,NA,TRUE
NA,NA,NA,Squalius,vulgaris argenteus,4662,NA,Squalius vulgaris,NA,TRUE
NA,NA,NA,Cyprinus,aphya,4661,NA,Cyprinus aphya,NA,TRUE
NA,NA,NA,Cyprinus,chrysoprasius,4661,NA,Cyprinus chrysoprasius,NA,TRUE
NA,NA,NA,Cyprinus,galian,4661,NA,Cyprinus galian,NA,TRUE
NA,NA,NA,Cyprinus,isetensis,4661,NA,Cyprinus isetensis,NA,TRUE
NA,NA,NA,Cyprinus,lumaireul,4661,NA,Cyprinus lumaireul,NA,TRUE
NA,NA,NA,Cyprinus,morella,4661,NA,Cyprinus morella,NA,TRUE
NA,NA,NA,Cyprinus,phoxinus,4661,NA,Cyprinus phoxinus,NA,TRUE
NA,NA,NA,Cyprinus,rivularis,4661,NA,Cyprinus rivularis,NA,TRUE
NA,NA,NA,Leuciscus,phoxinus,4661,NA,Leuciscus phoxinus,NA,TRUE
NA,NA,NA,Phoxinus,csikii,4661,NA,Phoxinus csikii,NA,TRUE
NA,NA,NA,Phoxinus,czekanowskii sedelnikowi,4661,NA,Phoxinus czekanowskii,NA,TRUE
NA,NA,NA,Phoxinus,laevis,4661,NA,Phoxinus laevis,NA,TRUE
NA,NA,NA,Phoxinus,lumaireul,4661,NA,Phoxinus lumaireul,NA,TRUE
NA,NA,NA,Phoxinus,marsilii,4661,NA,Phoxinus marsilii,NA,TRUE
NA,NA,NA,Phoxinus,rivularis,4661,NA,Phoxinus rivularis,NA,TRUE
NA,NA,NA,Phoxinus,saposchnikowi,4661,NA,Phoxinus saposchnikowi,NA,TRUE
NA,NA,NA,Phoxinus,varius,4661,NA,Phoxinus varius,NA,TRUE
NA,NA,NA,Phoxynus,montanus,4661,NA,Phoxynus montanus,NA,TRUE
NA,NA,NA,Salmo,rivularis,4661,NA,Salmo rivularis,NA,TRUE
NA,NA,NA,Cliola,smithii,4785,NA,Cliola smithii,NA,TRUE
NA,NA,NA,Colistus,parietalis,4785,NA,Colistus parietalis,NA,TRUE
NA,NA,NA,Hyborhynchus,confertus,4785,NA,Hyborhynchus confertus,NA,TRUE
NA,NA,NA,Hyborhynchus,nigellus,4785,NA,Hyborhynchus nigellus,NA,TRUE
NA,NA,NA,Hyborhynchus,puniceus,4785,NA,Hyborhynchus puniceus,NA,TRUE
NA,NA,NA,Pimephales,agassizii,4785,NA,Pimephales agassizii,NA,TRUE
NA,NA,NA,Pimephales,anuli,4785,NA,Pimephales anuli,NA,TRUE
NA,NA,NA,Pimephales,fasciatus,4785,NA,Pimephales fasciatus,NA,TRUE
NA,NA,NA,Pimephales,maculosus,4785,NA,Pimephales maculosus,NA,TRUE
NA,NA,NA,Pimephales,milesii,4785,NA,Pimephales milesii,NA,TRUE
NA,NA,NA,Pimephalus,promelas,4785,NA,Pimephalus promelas,NA,TRUE
NA,NA,NA,Plargyrus,melanocephalus,4785,NA,Plargyrus melanocephalus,NA,TRUE
NA,NA,NA,Fundulus,virescens,4691,NA,Fundulus virescens,NA,TRUE
NA,NA,NA,Leuciscus,parvus,4691,NA,Leuciscus parvus,NA,TRUE
NA,NA,NA,Micraspius,mianowskii,4691,NA,Micraspius mianowskii,NA,TRUE
NA,NA,NA,Pseudorasbora,altipinna,4691,NA,Pseudorasbora altipinna,NA,TRUE
NA,NA,NA,Pseudorasbora,depressirostris,4691,NA,Pseudorasbora depressirostris,NA,TRUE
NA,NA,NA,Pseudorasbora,fowleri,4691,NA,Pseudorasbora fowleri,NA,TRUE
NA,NA,NA,Pseudorasbora,monstrosa,4691,NA,Pseudorasbora monstrosa,NA,TRUE
NA,NA,NA,Pseudorasbora,parvus,4691,NA,Pseudorasbora parvus,NA,TRUE
NA,NA,NA,Cyprinus,amarus,4483,NA,Cyprinus amarus,NA,TRUE
NA,NA,NA,Rhodeus,genitalis,4483,NA,Rhodeus genitalis,NA,TRUE
NA,NA,NA,Rhodeus,lucinae,4483,NA,Rhodeus lucinae,NA,TRUE
NA,NA,NA,Cyprinus,sericeus,2948,NA,Cyprinus sericeus,NA,TRUE
NA,NA,NA,Rhodeus,mantschuricus,2948,NA,Rhodeus mantschuricus,NA,TRUE
NA,NA,NA,Cyprinus,fulvus,272,NA,Cyprinus fulvus,NA,TRUE
NA,NA,NA,Cyprinus,jaculus,272,NA,Cyprinus jaculus,NA,TRUE
NA,NA,NA,Cyprinus,lacustris,272,NA,Cyprinus lacustris,NA,TRUE
NA,NA,NA,Cyprinus,pigus,272,NA,Cyprinus pigus,NA,TRUE
NA,NA,NA,Cyprinus,rubellio,272,NA,Cyprinus rubellio,NA,TRUE
NA,NA,NA,Cyprinus,rutilus,272,NA,Cyprinus rutilus,NA,TRUE
NA,NA,NA,Cyprinus,ruttilus,272,NA,Cyprinus ruttilus,NA,TRUE
NA,NA,NA,Cyprinus,xanthopterus,272,NA,Cyprinus xanthopterus,NA,TRUE
NA,NA,NA,Gardonus,pigulus,272,NA,Gardonus pigulus,NA,TRUE
NA,NA,NA,Gardonus,ruboculus,272,NA,Gardonus ruboculus,NA,TRUE
NA,NA,NA,Leuciscus,decipiens,272,NA,Leuciscus decipiens,NA,TRUE
NA,NA,NA,Leuciscus,heckelii,272,NA,Leuciscus heckelii,NA,TRUE
