class,order,family,genus,species,specCode,commonName,sciName,commonSpecies,synonym
Actinopterygii,Acipenseriformes,Acipenseridae,Acipenser,ruthenus,4604,Sterlet sturgeon,Acipenser ruthenus,FALSE,FALSE
Actinopterygii,Acipenseriformes,Acipenseridae,Acipenser,sturio,2066,Sturgeon,Acipenser sturio,FALSE,FALSE
Actinopterygii,Anguilliformes,Anguillidae,Anguilla,anguilla,35,European eel,Anguilla anguilla,TRUE,FALSE
Actinopterygii,Anguilliformes,Anguillidae,Anguilla,bengalensis,1272,Indian mottled eel,Anguilla bengalensis,FALSE,FALSE
Actinopterygii,Anguilliformes,Congridae,Conger,conger,301,European conger,Conger conger,TRUE,FALSE
Actinopterygii,Anguilliformes,Derichthyidae,Nessorhamphus,ingolfianus,9100,Duckbill oceanic eel,Nessorhamphus ingolfianus,FALSE,FALSE
Actinopterygii,Anguilliformes,Muraenidae,Muraena,helena,1729,Mediterranean moray,Muraena helena,FALSE,FALSE
Actinopterygii,Anguilliformes,Nemichthyidae,Avocettina,infans,5099,Avocet snipe eel,Avocettina infans,FALSE,FALSE
Actinopterygii,Anguilliformes,Nemichthyidae,Nemichthys,scolopaceus,2660,Slender snipe eel,Nemichthys scolopaceus,FALSE,FALSE
Actinopterygii,Anguilliformes,Serrivomeridae,Serrivomer,beanii,7477,Stout sawpalate,Serrivomer beanii,FALSE,FALSE
Actinopterygii,Anguilliformes,Synaphobranchidae,Histiobranchus,bathybius,6958,Deep-water arrowtooth eel,Histiobranchus bathybius,FALSE,FALSE
Actinopterygii,Anguilliformes,Synaphobranchidae,Ilyophis,blachei,54784,NA,Ilyophis blachei,FALSE,FALSE
Actinopterygii,Anguilliformes,Synaphobranchidae,Simenchelys,parasitica,9102,Snubnosed eel,Simenchelys parasitica,FALSE,FALSE
Actinopterygii,Anguilliformes,Synaphobranchidae,Synaphobranchus,kaupii,9104,Kaup's arrowtooth eel,Synaphobranchus kaupii,FALSE,FALSE
Actinopterygii,Atheriniformes,Atherinidae,Atherina,boyeri,1696,Big-scale sand smelt,Atherina boyeri,TRUE,FALSE
Actinopterygii,Atheriniformes,Atherinidae,Atherina,presbyter,45,Sand smelt,Atherina presbyter,TRUE,FALSE
Actinopterygii,Aulopiformes,Alepisauridae,Alepisaurus,ferox,99,Long snouted lancetfish,Alepisaurus ferox,FALSE,FALSE
Actinopterygii,Aulopiformes,Bathysauridae,Bathysaurus,ferox,11841,Deep-sea lizardfish,Bathysaurus ferox,FALSE,FALSE
Actinopterygii,Aulopiformes,Evermannellidae,Evermannella,balbo,1796,Balbo sabretooth,Evermannella balbo,FALSE,FALSE
Actinopterygii,Aulopiformes,Ipnopidae,Bathypterois,dubius,9133,Mediterranean spiderfish,Bathypterois dubius,FALSE,FALSE
Actinopterygii,Aulopiformes,Notosudidae,Scopelosaurus,lepidus,9159,Blackfin waryfish,Scopelosaurus lepidus,FALSE,FALSE
Actinopterygii,Aulopiformes,Paralepididae,Arctozenus,risso,6977,Spotted barracudina,Arctozenus risso,FALSE,FALSE
Actinopterygii,Aulopiformes,Paralepididae,Magnisudis,atlantica,2727,Duckbill barracudina,Magnisudis atlantica,FALSE,FALSE
Actinopterygii,Aulopiformes,Paralepididae,Paralepis,coregonoides,1757,Sharpchin barracudina,Paralepis coregonoides,FALSE,FALSE
Actinopterygii,Beloniformes,Belonidae,Belone,belone,47,Garfish,Belone belone,TRUE,FALSE
Actinopterygii,Beloniformes,Belonidae,Belone,svetovidovi,9195,NA,Belone svetovidovi,FALSE,FALSE
Actinopterygii,Beloniformes,Exocoetidae,Cheilopogon,heterurus,1029,Mediterranean flyingfish,Cheilopogon heterurus,FALSE,FALSE
Actinopterygii,Beloniformes,Exocoetidae,Hirundichthys,rondeletii,1035,Black wing flyingfish,Hirundichthys rondeletii,FALSE,FALSE
Actinopterygii,Beloniformes,Scomberesocidae,Scomberesox,saurus,1084,Atlantic saury,Scomberesox saurus,FALSE,FALSE
Actinopterygii,Beryciformes,Anoplogastridae,Anoplogaster,cornuta,2308,Common fangtooth,Anoplogaster cornuta,FALSE,FALSE
Actinopterygii,Beryciformes,Berycidae,Beryx,decadactylus,1319,Alfonsino,Beryx decadactylus,FALSE,FALSE
Actinopterygii,Beryciformes,Diretmidae,Diretmus,argenteus,4958,Silver spinyfin,Diretmus argenteus,FALSE,FALSE
Actinopterygii,Beryciformes,Trachichthyidae,Gephyroberyx,darwinii,4962,Darwin's slimehead,Gephyroberyx darwinii,FALSE,FALSE
Actinopterygii,Beryciformes,Trachichthyidae,Hoplostethus,atlanticus,334,Orange roughy,Hoplostethus atlanticus,FALSE,FALSE
Actinopterygii,Beryciformes,Trachichthyidae,Hoplostethus,mediterraneus,4964,Mediterranean slimehead,Hoplostethus mediterraneus,FALSE,FALSE
Actinopterygii,Clupeiformes,Clupeidae,Alosa,alosa,101,Allis shad,Alosa alosa,TRUE,FALSE
Actinopterygii,Clupeiformes,Clupeidae,Alosa,fallax,5355,Twaite shad,Alosa fallax,FALSE,FALSE
Actinopterygii,Clupeiformes,Clupeidae,Clupea,harengus,24,Atlantic herring,Clupea harengus,TRUE,FALSE
Actinopterygii,Clupeiformes,Clupeidae,Sardina,pilchardus,1350,European pilchard,Sardina pilchardus,TRUE,FALSE
Actinopterygii,Clupeiformes,Clupeidae,Sprattus,sprattus,1357,European sprat,Sprattus sprattus,TRUE,FALSE
Actinopterygii,Clupeiformes,Engraulidae,Engraulis,encrasicolus,66,European anchovy,Engraulis encrasicolus,TRUE,FALSE
Actinopterygii,Cypriniformes,Cobitidae,Cobitis,taenia,6378,Spined loach,Cobitis taenia,FALSE,FALSE
Actinopterygii,Cypriniformes,Cobitidae,Misgurnus,fossilis,4790,Weatherfish,Misgurnus fossilis,FALSE,FALSE
Actinopterygii,Cypriniformes,Cyprinidae,Abramis,brama,268,Freshwater bream,Abramis brama,TRUE,FALSE
Actinopterygii,Cypriniformes,Cyprinidae,Alburnus,alburnus,4730,Bleak,Alburnus alburnus,TRUE,FALSE
Actinopterygii,Cypriniformes,Cyprinidae,Barbus,barbus,4472,Barbel,Barbus barbus,TRUE,FALSE
Actinopterygii,Cypriniformes,Cyprinidae,Blicca,bjoerkna,4471,White bream,Blicca bjoerkna,FALSE,FALSE
Actinopterygii,Cypriniformes,Cyprinidae,Carassius,auratus,271,Goldfish,Carassius auratus,TRUE,FALSE
Actinopterygii,Cypriniformes,Cyprinidae,Carassius,carassius,270,Crucian carp,Carassius carassius,TRUE,FALSE
Actinopterygii,Cypriniformes,Cyprinidae,Cyprinus,carpio,1450,Common carp,Cyprinus carpio,TRUE,FALSE
Actinopterygii,Cypriniformes,Cyprinidae,Gobio,gobio,4478,Gudgeon,Gobio gobio,TRUE,FALSE
Actinopterygii,Cypriniformes,Cyprinidae,Leucaspius,delineatus,4782,Belica,Leucaspius delineatus,FALSE,FALSE
Actinopterygii,Cypriniformes,Cyprinidae,Leuciscus,idus,2801,Ide,Leuciscus idus,TRUE,FALSE
Actinopterygii,Cypriniformes,Cyprinidae,Leuciscus,leuciscus,4662,Common dace,Leuciscus leuciscus,TRUE,FALSE
Actinopterygii,Cypriniformes,Cyprinidae,Phoxinus,phoxinus,4661,Eurasian minnow,Phoxinus phoxinus,TRUE,FALSE
Actinopterygii,Cypriniformes,Cyprinidae,Pimephales,promelas,4785,Fathead minnow,Pimephales promelas,FALSE,FALSE
Actinopterygii,Cypriniformes,Cyprinidae,Pseudorasbora,parva,4691,Stone moroko,Pseudorasbora parva,TRUE,FALSE
Actinopterygii,Cypriniformes,Cyprinidae,Rhodeus,amarus,4483,NA,Rhodeus amarus,FALSE,FALSE
Actinopterygii,Cypriniformes,Cyprinidae,Rhodeus,sericeus,2948,Bitterling,Rhodeus sericeus,FALSE,FALSE
Actinopterygii,Cypriniformes,Cyprinidae,Rutilus,rutilus,272,Roach,Rutilus rutilus,TRUE,FALSE
Actinopterygii,Cypriniformes,Cyprinidae,Scardinius,erythrophthalmus,2951,Rudd,Scardinius erythrophthalmus,TRUE,FALSE
Actinopterygii,Cypriniformes,Cyprinidae,Squalius,cephalus,4482,Chub,Squalius cephalus,TRUE,FALSE
Actinopterygii,Cypriniformes,Cyprinidae,Tinca,tinca,269,Tench,Tinca tinca,TRUE,FALSE
Actinopterygii,Cypriniformes,Nemacheilidae,Barbatula,barbatula,6377,Stone loach,Barbatula barbatula,TRUE,FALSE
Actinopterygii,Cyprinodontiformes,Poeciliidae,Poecilia,reticulata,3228,Guppy,Poecilia reticulata,FALSE,FALSE
Actinopterygii,Esociformes,Esocidae,Esox,lucius,258,Northern pike,Esox lucius,TRUE,FALSE
Actinopterygii,Gadiformes,Gadidae,Gadiculus,argenteus,1875,Silvery pout,Gadiculus argenteus,TRUE,FALSE
Actinopterygii,Gadiformes,Gadidae,Gadiculus,thori,25,NA,Gadiculus thori,FALSE,FALSE
Actinopterygii,Gadiformes,Gadidae,Gadus,morhua,69,Atlantic cod,Gadus morhua,TRUE,FALSE
Actinopterygii,Gadiformes,Gadidae,Melanogrammus,aeglefinus,1381,Haddock,Melanogrammus aeglefinus,TRUE,FALSE
Actinopterygii,Gadiformes,Gadidae,Merlangius,merlangus,29,Whiting,Merlangius merlangus,TRUE,FALSE
Actinopterygii,Gadiformes,Gadidae,Micromesistius,poutassou,31,Blue whiting,Micromesistius poutassou,TRUE,FALSE
Actinopterygii,Gadiformes,Gadidae,Pollachius,pollachius,34,Pollack,Pollachius pollachius,TRUE,FALSE
Actinopterygii,Gadiformes,Gadidae,Pollachius,virens,1343,Saithe,Pollachius virens,TRUE,FALSE
Actinopterygii,Gadiformes,Gadidae,Raniceps,raninus,1349,Tadpole fish,Raniceps raninus,FALSE,FALSE
Actinopterygii,Gadiformes,Gadidae,Trisopterus,esmarkii,1023,Norway pout,Trisopterus esmarkii,TRUE,FALSE
Actinopterygii,Gadiformes,Gadidae,Trisopterus,luscus,1367,Pouting,Trisopterus luscus,TRUE,FALSE
Actinopterygii,Gadiformes,Gadidae,Trisopterus,minutus,481,Poor cod,Trisopterus minutus,TRUE,FALSE
Actinopterygii,Gadiformes,Lotidae,Brosme,brosme,51,Tusk,Brosme brosme,FALSE,FALSE
Actinopterygii,Gadiformes,Lotidae,Ciliata,mustela,1290,Fivebeard rockling,Ciliata mustela,TRUE,FALSE
Actinopterygii,Gadiformes,Lotidae,Ciliata,septentrionalis,1873,Northern rockling,Ciliata septentrionalis,TRUE,FALSE
Actinopterygii,Gadiformes,Lotidae,Enchelyopus,cimbrius,1874,Fourbeard rockling,Enchelyopus cimbrius,TRUE,FALSE
Actinopterygii,Gadiformes,Lotidae,Gaidropsarus,argentatus,8423,Arctic rockling,Gaidropsarus argentatus,FALSE,FALSE
Actinopterygii,Gadiformes,Lotidae,Gaidropsarus,macrophthalmus,1878,Bigeye rockling,Gaidropsarus macrophthalmus,FALSE,FALSE
Actinopterygii,Gadiformes,Lotidae,Gaidropsarus,mediterraneus,1740,Shore rockling,Gaidropsarus mediterraneus,TRUE,FALSE
Actinopterygii,Gadiformes,Lotidae,Gaidropsarus,vulgaris,1876,Three-bearded rockling,Gaidropsarus vulgaris,TRUE,FALSE
Actinopterygii,Gadiformes,Lotidae,Lota,lota,310,Burbot,Lota lota,FALSE,FALSE
Actinopterygii,Gadiformes,Lotidae,Molva,dypterygia,1383,Blue ling,Molva dypterygia,FALSE,FALSE
Actinopterygii,Gadiformes,Lotidae,Molva,macrophthalma,1733,Spanish ling,Molva macrophthalma,FALSE,FALSE
Actinopterygii,Gadiformes,Lotidae,Molva,molva,33,Ling,Molva molva,TRUE,FALSE
Actinopterygii,Gadiformes,Macrouridae,Coelorinchus,caelorhincus,1726,Hollowsnout grenadier,Coelorinchus caelorhincus,FALSE,FALSE
Actinopterygii,Gadiformes,Macrouridae,Coelorinchus,caudani,51088,NA,Coelorinchus caudani,FALSE,FALSE
Actinopterygii,Gadiformes,Macrouridae,Coelorinchus,labiatus,8456,Spearsnouted grenadier,Coelorinchus labiatus,FALSE,FALSE
Actinopterygii,Gadiformes,Macrouridae,Coelorinchus,occa,3103,Swordsnout grenadier,Coelorinchus occa,FALSE,FALSE
Actinopterygii,Gadiformes,Macrouridae,Coryphaenoides,armatus,5127,Abyssal grenadier,Coryphaenoides armatus,FALSE,FALSE
Actinopterygii,Gadiformes,Macrouridae,Coryphaenoides,brevibarbis,27726,NA,Coryphaenoides brevibarbis,FALSE,FALSE
Actinopterygii,Gadiformes,Macrouridae,Coryphaenoides,guentheri,8176,Gunther's grenadier,Coryphaenoides guentheri,FALSE,FALSE
Actinopterygii,Gadiformes,Macrouridae,Coryphaenoides,mediterraneus,8175,Mediterranean grenadier,Coryphaenoides mediterraneus,FALSE,FALSE
Actinopterygii,Gadiformes,Macrouridae,Coryphaenoides,rupestris,332,Roundnose grenadier,Coryphaenoides rupestris,FALSE,FALSE
Actinopterygii,Gadiformes,Macrouridae,Macrourus,berglax,331,Roughhead grenadier,Macrourus berglax,FALSE,FALSE
Actinopterygii,Gadiformes,Macrouridae,Malacocephalus,laevis,4989,Softhead grenadier,Malacocephalus laevis,FALSE,FALSE
Actinopterygii,Gadiformes,Macrouridae,Nezumia,aequalis,4997,Common Atlantic grenadier,Nezumia aequalis,FALSE,FALSE
Actinopterygii,Gadiformes,Macrouridae,Nezumia,sclerorhynchus,3105,Roughtip grenadier,Nezumia sclerorhynchus,FALSE,FALSE
Actinopterygii,Gadiformes,Macrouridae,Trachyrincus,murrayi,27730,Roughnose grenadier,Trachyrincus murrayi,FALSE,FALSE
Actinopterygii,Gadiformes,Macrouridae,Trachyrincus,scabrus,4556,Roughsnout grenadier,Trachyrincus scabrus,FALSE,FALSE
Actinopterygii,Gadiformes,Melanonidae,Melanonus,zugmayeri,5118,Arrowtail,Melanonus zugmayeri,FALSE,FALSE
Actinopterygii,Gadiformes,Merlucciidae,Merluccius,merluccius,30,European hake,Merluccius merluccius,TRUE,FALSE
Actinopterygii,Gadiformes,Moridae,Antimora,rostrata,2005,Blue antimora,Antimora rostrata,FALSE,FALSE
Actinopterygii,Gadiformes,Moridae,Guttigadus,latifrons,27733,NA,Guttigadus latifrons,FALSE,FALSE
Actinopterygii,Gadiformes,Moridae,Halargyreus,johnsonii,2012,Slender codling,Halargyreus johnsonii,FALSE,FALSE
Actinopterygii,Gadiformes,Moridae,Lepidion,eques,2016,North Atlantic codling,Lepidion eques,FALSE,FALSE
Actinopterygii,Gadiformes,Moridae,Mora,moro,1734,Common mora,Mora moro,FALSE,FALSE
Actinopterygii,Gadiformes,Phycidae,Phycis,blennoides,1340,Greater forkbeard,Phycis blennoides,FALSE,FALSE
Actinopterygii,Gasterosteiformes,Gasterosteidae,Gasterosteus,aculeatus,2420,Three-spined stickleback,Gasterosteus aculeatus,TRUE,FALSE
Actinopterygii,Gasterosteiformes,Gasterosteidae,Pungitius,laevis,48259,Smoothtail ninespine stickleback,Pungitius laevis,FALSE,FALSE
Actinopterygii,Gasterosteiformes,Gasterosteidae,Pungitius,pungitius,3273,Ninespine stickleback,Pungitius pungitius,TRUE,FALSE
Actinopterygii,Gasterosteiformes,Gasterosteidae,Spinachia,spinachia,1355,Sea stickleback,Spinachia spinachia,TRUE,FALSE
Actinopterygii,Gobiesociformes,Gobiesocidae,Apletodon,dentatus,9196,Small-headed clingfish,Apletodon dentatus,TRUE,FALSE
Actinopterygii,Gobiesociformes,Gobiesocidae,Diplecogaster,bimaculata,64,Two-spotted clingfish,Diplecogaster bimaculata,TRUE,FALSE
Actinopterygii,Gobiesociformes,Gobiesocidae,Lepadogaster,candolii,640,Connemarra clingfish,Lepadogaster candolii,TRUE,FALSE
Actinopterygii,Gobiesociformes,Gobiesocidae,Lepadogaster,lepadogaster,643,Shore clingfish,Lepadogaster lepadogaster,TRUE,FALSE
Actinopterygii,Lampriformes,Lampridae,Lampris,guttatus,1072,Opah,Lampris guttatus,FALSE,FALSE
Actinopterygii,Lampriformes,Regalecidae,Regalecus,glesne,3267,King of herrings,Regalecus glesne,FALSE,FALSE
Actinopterygii,Lampriformes,Trachipteridae,Trachipterus,arcticus,3265,Dealfish,Trachipterus arcticus,FALSE,FALSE
Actinopterygii,Lophiiformes,Ceratiidae,Ceratias,holboelli,4572,Kroyer's deep-sea angler fish,Ceratias holboelli,FALSE,FALSE
Actinopterygii,Lophiiformes,Ceratiidae,Cryptopsaras,couesii,3098,Triplewart seadevil,Cryptopsaras couesii,FALSE,FALSE
Actinopterygii,Lophiiformes,Himantolophidae,Himantolophus,groenlandicus,3099,Atlantic footballfish,Himantolophus groenlandicus,FALSE,FALSE
Actinopterygii,Lophiiformes,Linophrynidae,Photocorynus,spiniceps,17028,NA,Photocorynus spiniceps,FALSE,FALSE
Actinopterygii,Lophiiformes,Lophiidae,Lophius,budegassa,5094,Blackbellied angler,Lophius budegassa,FALSE,FALSE
Actinopterygii,Lophiiformes,Lophiidae,Lophius,piscatorius,716,Angler,Lophius piscatorius,TRUE,FALSE
Actinopterygii,Lophiiformes,Melanocetidae,Melanocetus,johnsonii,2292,Humpback anglerfish,Melanocetus johnsonii,FALSE,FALSE
Actinopterygii,Lophiiformes,Oneirodidae,Chaenophryne,draco,16895,Smooth dreamer,Chaenophryne draco,FALSE,FALSE
Actinopterygii,Lophiiformes,Oneirodidae,Oneirodes,eschrichtii,16939,Bulbous dreamer,Oneirodes eschrichtii,FALSE,FALSE
Actinopterygii,Mugiliformes,Mugilidae,Chelon,labrosus,2499,Thicklip grey mullet,Chelon labrosus,TRUE,FALSE
Actinopterygii,Mugiliformes,Mugilidae,Liza,aurata,1735,Golden grey mullet,Liza aurata,TRUE,FALSE
Actinopterygii,Mugiliformes,Mugilidae,Liza,ramada,4583,Thinlip grey mullet,Liza ramada,TRUE,FALSE
Actinopterygii,Mugiliformes,Mugilidae,Mugil,cephalus,785,Flathead grey mullet,Mugil cephalus,FALSE,FALSE
Actinopterygii,Myctophiformes,Myctophidae,Benthosema,glaciale,21,Glacier lantern fish,Benthosema glaciale,FALSE,FALSE
Actinopterygii,Myctophiformes,Myctophidae,Bolinichthys,supralateralis,7407,Stubby lanternfish,Bolinichthys supralateralis,FALSE,FALSE
Actinopterygii,Myctophiformes,Myctophidae,Ceratoscopelus,maderensis,621,Madeira lantern fish,Ceratoscopelus maderensis,FALSE,FALSE
Actinopterygii,Myctophiformes,Myctophidae,Ceratoscopelus,warmingii,6981,Warming's lantern fish,Ceratoscopelus warmingii,FALSE,FALSE
Actinopterygii,Myctophiformes,Myctophidae,Diaphus,dumerilii,6590,NA,Diaphus dumerilii,FALSE,FALSE
Actinopterygii,Myctophiformes,Myctophidae,Diaphus,metopoclampus,7438,Spothead lantern fish,Diaphus metopoclampus,FALSE,FALSE
Actinopterygii,Myctophiformes,Myctophidae,Diaphus,rafinesquii,1712,White-spotted lantern fish,Diaphus rafinesquii,FALSE,FALSE
Actinopterygii,Myctophiformes,Myctophidae,Electrona,risso,1714,Electric lantern fish,Electrona risso,FALSE,FALSE
Actinopterygii,Myctophiformes,Myctophidae,Lampadena,speculigera,16673,Mirror lanternfish,Lampadena speculigera,FALSE,FALSE
Actinopterygii,Myctophiformes,Myctophidae,Lampanyctus,crocodilus,617,Jewel lanternfish,Lampanyctus crocodilus,FALSE,FALSE
Actinopterygii,Myctophiformes,Myctophidae,Lampanyctus,intricarius,7001,Diamondcheek lanternfish,Lampanyctus intricarius,FALSE,FALSE
Actinopterygii,Myctophiformes,Myctophidae,Lampanyctus,macdonaldi,7002,Rakery beaconlamp,Lampanyctus macdonaldi,FALSE,FALSE
Actinopterygii,Myctophiformes,Myctophidae,Lampanyctus,pusillus,623,Pygmy lanternfish,Lampanyctus pusillus,FALSE,FALSE
Actinopterygii,Myctophiformes,Myctophidae,Myctophum,nitidulum,4490,Pearly lanternfish,Myctophum nitidulum,FALSE,FALSE
Actinopterygii,Myctophiformes,Myctophidae,Myctophum,punctatum,1328,Spotted lanternfish,Myctophum punctatum,FALSE,FALSE
Actinopterygii,Myctophiformes,Myctophidae,Notolychnus,valdiviae,4553,Topside lampfish,Notolychnus valdiviae,FALSE,FALSE
Actinopterygii,Myctophiformes,Myctophidae,Notoscopelus,elongatus,841,NA,Notoscopelus elongatus,FALSE,FALSE
Actinopterygii,Myctophiformes,Myctophidae,Notoscopelus,kroyeri,27753,Lancet fish,Notoscopelus kroyeri,FALSE,FALSE
Actinopterygii,Myctophiformes,Myctophidae,Protomyctophum,arcticum,27754,Arctic telescope,Protomyctophum arcticum,FALSE,FALSE
Actinopterygii,Myctophiformes,Myctophidae,Symbolophorus,veranyi,1737,Large-scale lantern fish,Symbolophorus veranyi,FALSE,FALSE
Actinopterygii,Myctophiformes,Neoscopelidae,Neoscopelus,macrolepidotus,7422,Large-scaled lantern fish,Neoscopelus macrolepidotus,FALSE,FALSE
Actinopterygii,Notacanthiformes,Halosauridae,Halosauropsis,macrochir,6955,Abyssal halosaur,Halosauropsis macrochir,FALSE,FALSE
Actinopterygii,Notacanthiformes,Halosauridae,Halosaurus,johnsonianus,9017,Halosaur,Halosaurus johnsonianus,FALSE,FALSE
Actinopterygii,Notacanthiformes,Notacanthidae,Notacanthus,bonaparte,9021,Shortfin spiny eel,Notacanthus bonaparte,FALSE,FALSE
Actinopterygii,Notacanthiformes,Notacanthidae,Notacanthus,chemnitzii,2661,Snubnosed spiny eel,Notacanthus chemnitzii,FALSE,FALSE
Actinopterygii,Notacanthiformes,Notacanthidae,Polyacanthonotus,challengeri,6956,Longnose tapirfish,Polyacanthonotus challengeri,FALSE,FALSE
Actinopterygii,Notacanthiformes,Notacanthidae,Polyacanthonotus,rissoanus,15804,Smallmouth spiny eel,Polyacanthonotus rissoanus,FALSE,FALSE
Actinopterygii,Ophidiiformes,Bythitidae,Cataetyx,laticeps,10248,NA,Cataetyx laticeps,FALSE,FALSE
Actinopterygii,Ophidiiformes,Carapidae,Echiodon,drummondii,65,NA,Echiodon drummondii,FALSE,FALSE
Actinopterygii,Ophidiiformes,Ophidiidae,Brotula,barbata,486,Bearded brotula,Brotula barbata,FALSE,FALSE
Actinopterygii,Ophidiiformes,Ophidiidae,Lamprogrammus,shcherbachevi,54140,Scaleline cusk,Lamprogrammus shcherbachevi,FALSE,FALSE
Actinopterygii,Ophidiiformes,Ophidiidae,Ophidion,barbatum,1742,Snake blenny,Ophidion barbatum,FALSE,FALSE
Actinopterygii,Ophidiiformes,Ophidiidae,Spectrunculus,grandis,8991,Pudgy cuskeel,Spectrunculus grandis,FALSE,FALSE
Actinopterygii,Ophidiiformes,Parabrotulidae,Leucobrotula,adipata,56773,NA,Leucobrotula adipata,FALSE,FALSE
Actinopterygii,Ophidiiformes,Parabrotulidae,Parabrotula,plagiophthalma,16781,False cusk,Parabrotula plagiophthalma,FALSE,FALSE
Actinopterygii,Osmeriformes,Alepocephalidae,Alepocephalus,agassizii,9171,Agassiz' slickhead,Alepocephalus agassizii,FALSE,FALSE
Actinopterygii,Osmeriformes,Alepocephalidae,Alepocephalus,bairdii,230,Baird's slickhead,Alepocephalus bairdii,FALSE,FALSE
Actinopterygii,Osmeriformes,Alepocephalidae,Alepocephalus,rostratus,5071,Risso's smooth-head,Alepocephalus rostratus,FALSE,FALSE
Actinopterygii,Osmeriformes,Alepocephalidae,Bajacalifornia,megalops,10003,Bigeye smooth-head,Bajacalifornia megalops,FALSE,FALSE
Actinopterygii,Osmeriformes,Alepocephalidae,Narcetes,stomias,6963,Blackhead salmon,Narcetes stomias,FALSE,FALSE
Actinopterygii,Osmeriformes,Alepocephalidae,Rouleina,attrita,6964,Softskin smooth-head,Rouleina attrita,FALSE,FALSE
Actinopterygii,Osmeriformes,Alepocephalidae,Rouleina,maderensis,11229,Madeiran smooth-head,Rouleina maderensis,FALSE,FALSE
Actinopterygii,Osmeriformes,Alepocephalidae,Xenodermichthys,copei,5064,Bluntsnout smooth-head,Xenodermichthys copei,FALSE,FALSE
Actinopterygii,Osmeriformes,Argentinidae,Argentina,silus,2700,Greater argentine,Argentina silus,FALSE,FALSE
Actinopterygii,Osmeriformes,Argentinidae,Argentina,sphyraena,20,Argentine,Argentina sphyraena,FALSE,FALSE
Actinopterygii,Osmeriformes,Bathylagidae,Bathylagichthys,greyae,9118,Grey's deepsea smelt,Bathylagichthys greyae,FALSE,FALSE
Actinopterygii,Osmeriformes,Bathylagidae,Bathylagus,euryops,11833,Goiter blacksmelt,Bathylagus euryops,FALSE,FALSE
Actinopterygii,Osmeriformes,Microstomatidae,Nansenia,groenlandica,1330,Greenland argentine,Nansenia groenlandica,FALSE,FALSE
Actinopterygii,Osmeriformes,Opisthoproctidae,Bathylychnops,exilis,9119,Javelin spookfish,Bathylychnops exilis,FALSE,FALSE
Actinopterygii,Osmeriformes,Opisthoproctidae,Dolichopteroides,binocularis,9120,NA,Dolichopteroides binocularis,FALSE,FALSE
Actinopterygii,Osmeriformes,Opisthoproctidae,Dolichopteryx,rostrata,63388,NA,Dolichopteryx rostrata,FALSE,FALSE
Actinopterygii,Osmeriformes,Osmeridae,Osmerus,eperlanus,1334,European smelt,Osmerus eperlanus,TRUE,FALSE
Actinopterygii,Osmeriformes,Platytroctidae,Barbantus,curvifrons,11300,Palebelly searsid,Barbantus curvifrons,FALSE,FALSE
Actinopterygii,Osmeriformes,Platytroctidae,Holtbyrnia,anomala,11312,Bighead searsid,Holtbyrnia anomala,FALSE,FALSE
Actinopterygii,Osmeriformes,Platytroctidae,Holtbyrnia,macrops,11338,Bigeye searsid,Holtbyrnia macrops,FALSE,FALSE
Actinopterygii,Osmeriformes,Platytroctidae,Maulisia,mauli,10151,Maul's searsid,Maulisia mauli,FALSE,FALSE
Actinopterygii,Osmeriformes,Platytroctidae,Normichthys,operosus,11454,Multipore searsid,Normichthys operosus,FALSE,FALSE
Actinopterygii,Osmeriformes,Platytroctidae,Sagamichthys,schnakenbecki,11461,Schnakenbeck's searsid,Sagamichthys schnakenbecki,FALSE,FALSE
Actinopterygii,Osmeriformes,Platytroctidae,Searsia,koefoedi,5090,Koefoed's searsid,Searsia koefoedi,FALSE,FALSE
Actinopterygii,Perciformes,Ammodytidae,Ammodytes,americanus,3820,American sand lance,Ammodytes americanus,FALSE,FALSE
Actinopterygii,Perciformes,Ammodytidae,Ammodytes,marinus,37,Lesser sand-eel,Ammodytes marinus,TRUE,FALSE
Actinopterygii,Perciformes,Ammodytidae,Ammodytes,tobianus,38,Small sandeel,Ammodytes tobianus,TRUE,FALSE
Actinopterygii,Perciformes,Ammodytidae,Gymnammodytes,cicerelus,1717,Mediterranean sand eel,Gymnammodytes cicerelus,FALSE,FALSE
Actinopterygii,Perciformes,Ammodytidae,Gymnammodytes,semisquamatus,75,Smooth sandeel,Gymnammodytes semisquamatus,TRUE,FALSE
Actinopterygii,Perciformes,Ammodytidae,Hyperoplus,immaculatus,1373,Greater sand-eel,Hyperoplus immaculatus,TRUE,FALSE
Actinopterygii,Perciformes,Ammodytidae,Hyperoplus,lanceolatus,1374,Great sandeel,Hyperoplus lanceolatus,TRUE,FALSE
Actinopterygii,Perciformes,Anarhichadidae,Anarhichas,denticulatus,3810,Northern wolffish,Anarhichas denticulatus,FALSE,FALSE
Actinopterygii,Perciformes,Anarhichadidae,Anarhichas,lupus,2501,Atlantic wolffish,Anarhichas lupus,FALSE,FALSE
Actinopterygii,Perciformes,Anarhichadidae,Anarhichas,minor,3811,Spotted wolffish,Anarhichas minor,FALSE,FALSE
Actinopterygii,Perciformes,Blenniidae,Blennius,ocellaris,49,Butterfly blenny,Blennius ocellaris,TRUE,FALSE
Actinopterygii,Perciformes,Blenniidae,Coryphoblennius,galerita,7644,Montagu's blenny,Coryphoblennius galerita,TRUE,FALSE
